"Stock Code","Description","Unit"
"AURM000679","J&B Natural V Hard Shell","CAPS"
"AURM000680","Marine Protein","CAPS"
"AURM000682","EPO 1000mg Soft Gel Capsule","CAPS"
"AURM000683","Pacific Spirulina Powder","KG"
"AURM000685","Aust. Own Cassia Powder","KG"
"AURM000686","RBK Royal Jelly Standard","KG"
"AURM000687","Careline Mussel","CAPS"
"AURM000688","Careline Garlic Soft Gel","CAPS"
"AURM000689","Turmeric 6:1 (Pharm)","KG"
"AURM000691","Aust Antarctic Lecithin","CAPS"
"AURM000692","Aust. Own Bee Pollen Powder","KG"
"AURM000693","GB Spirulina 500mg Tablet","TABS"
"AURM000694","J&B Camphor Oil (Pharm)","KG"
"AURM000695","J&B Ginger Oil (Pharm)","KG"
"AURM000696","J&B Emu Oil (Pharm)","KG"
"AURM000697","J&B Oleoresin Capsicum","KG"
"AURM000698","Bovine Lactoferrin (Pharm)","KG"
"AURM000699","Proudex Royal Jelly Hard Shell","CAPS"
"AURM000700","Proudex L-Cartin-Q30 Capsule","CAPS"
"AURM000701","Proudex Glucosamin","TABS"
"AURM000702","Concord Ganoderma Lucidium","KG"
"AURM000703","Concord Ganoderma","KG"
"AURM000704","Concord Cordyceps Sinensis","KG"
"AURM000705","J&B Methyl Salicylate (Pharm)","KG"
"AURM000706","Lemon Flavor (Pharm)","KG"
"AURM000707","Turpentine Oil (Pharm)","KG"
"AURM000708","Emu Oil (Pharm)","KG"
"AURM000709","Camphor Oil White (Pharm)","KG"
"AURM000710","Menthol (Levomenthol)","KG"
"AURM000711","Capsule Shell Yellow Size 0","CAPS"
"AURM000712","Aurinda Lycopene","CAPS"
"AURM000713","Aurinda IgG-DHA Soft Gel","CAPS"
"AURM000714","Aurinda Women Multi Formula","CAPS"
"AURM000715","GB Calcium 350mg","CAPS"
"AURM000726","TCM Zizyphus Jujuba","KG"
"AURM000727","TCM Albizia Julibrissin","KG"
"AURM000728","TCM Bupleurem Falcatum Powder","KG"
"AURM000729","TCM Zingiber Officinate Powder","KG"
"AURM000730","Microrganics Spirulina Tablet","TABS"
"AURM000731","Aurinda Royal Jelly","CAPS"
"AURM000732","Aurinda Royal Jelly","CAPS"
"AURM000733","Sorbitol Powder (Pharm)","KG"
"AURM000734","Borage Oil S/G Capsule AFW","CAPS"
"AURM000735","Pine Bark H/S Capsule AFW","CAPS"
"AURM000736","Placentra Bio-Beauty H/S","CAPS"
"AURM000737","Goat's Milk Tablet Blueberry","TABS"
"AURM000738","Eye Plus Formula S/G Capsules","CAPS"
"AURM000739","GB Propolis 1000mg Soft Gel","CAPS"
"AURM000740","Proudex Royal Vita Tablet","TABS"
"AURM000741","Proudex Omega3 Fish Oil 1000mg","CAPS"
"AURM000742","Aurinda Royal Jelly","CAPS"
"AURM000744","Aussia Propolis Soft Gel","CAPS"
"AURM000745","Omega 3 (30/20) Soft Gel","CAPS"
"AURM000746","GB Glucosamine H/S Capsule","CAPS"
"AURM000747","Graminex Cernilton Tablets","CAPS"
"AURM000748","Squalene 500mg SG Capsules","CAPS"
"AURM000749","Deer Blood Hard Shell Capsule","CAPS"
"AURM000750","Joint Formula 4 In 1","CAPS"
"AURM000765","A&G Squalene 500mg S/G","CAPS"
"AURM000766","A&G Propolis 500mg S/G Capsule","CAPS"
"AURM000767","Thiamine Hydrochloride","KG"
"AURM000768","RBK Green Lipped Mussel","CAPS"
"AURM000769","Evergreen Squalene 3 in 1 S/G","CAPS"
"AURM000770","A&G Eye Plus Formula S/G","CAPS"
"AURM000771","Concord Sunchih Premium GPSP","CAPS"
"AURM000772","Olive Oil Refined (Pharm)","KG"
"AURM000774","Jojo Squalene Complex S/G","CAPS"
"AURM000776","GB Grapeseed 5g Plus Green Tea","CAPS"
"AURM000777","Marine Collagen H/S Capsules","CAPS"
"AURM000778","Aurora Placenta Soft Gel","CAPS"
"AURM000779","Aust Bee Prod Propolis Extract","KG"
"AURM000781","Aurora Colostrum 55mg IgG","TABS"
"AURM000782","Ganoderma Lucidum Blend","KG"
"AURM000783","Cordyceps Powder  (Pharm)","KG"
"AURM000784","Gymnema Sylvestre Leaf Ext","KG"
"AURM000785","Garcinia Quaesita Fruit Ext","KG"
"AURM000786","Citrus Aurantinum Fruit Ext.","KG"
"AURM000787","Ginger Root Ext 11:1","KG"
"AURM000788","Green Tea Leaf Ext (30E:70W)","KG"
"AURM000789","Kelp Herb Ext 20:1 (Pharm)","KG"
"AURM000790","Sarcandra Glaber Nakai Leaf","KG"
"AURM000791","White Willow Bark Ext 25:1","KG"
"AURM000792","ABN Omega-3 + E S/G","CAPS"
"AURM000793","ABN Squalene S/G capsules","CAPS"
"AURM000794","Proudex Co-Enzyme Q10 S/G","CAPS"
"AURM000795","Yerba Mate Leaf Ext. 8%","KG"
"AURM000796","Guarana Seed Ext. 10:1","KG"
"AURM000797","Aurora Spirulina Tablets","TABS"
"AURM000798","Placenta 5000mg H/S","CAPS"
"AURM000799","Proudex Co-Enzyme Q10 S/G","CAPS"
"AURM000800","China Herb Cordyceps Ext.","KG"
"AURM000801","China Herb","KG"
"AURM000802","Flaxseed Oil 1200mg Soft Gel","CAPS"
"AURM000803","ABN Royal Jelly (1.1%)","CAPS"
"AURM000804","Royal Jelly (0.8%) Soft Gel","CAPS"
"AURM000805","Valerian Root 4:1 (Pharm)","KG"
"AURM000806","Hops Flower 4:1 (Pharm)","KG"
"AURM000807","Maxbal Valerian Root Ext","KG"
"AURM000808","Maxbal Hops Fruit Ext","KG"
"AURM000809","Royal Jelly  1000mg (2%) S/G","CAPS"
"AURM000810","EPO + Borage Oil Soft Gel","CAPS"
"AURM000811","TCM Angelica Polymorpha R&R","KG"
"AURM000812","TCM Panax Ginseng R&R","KG"
"AURM000818","Blackberry Flavour Powder","KG"
"AURM000819","Aurora Probiotic Powder","KG"
"AURM000820","Allantoin (Pharm)","KG"
"AURM000821","D-Panthenol (Pharm)","KG"
"AURM000822","Green Lipped Mussel With","TABS"
"AURM000823","ABN Shark Cartilage 500mg H/S","CAPS"
"AURM000824","Capsule Shells 00 White","CAPS"
"AURM000825","Marigold Flower Ext 10:1","KG"
"AURM000826","Rosemary Tincture 1:2","KG"
"AURM000827","Saw Palmetto Tincture 1:2","KG"
"AURM000828","Nettle Tincture 1:2","KG"
"AURM000830","Arnica Tincture 1:5","KG"
"AURM000831","Witch Hazel Tincture 1:2","KG"
"AURM000832","Chamomile High Grade Tincture","KG"
"AURM000833","Echinacea PurpureaTincture 1:2","KG"
"AURM000834","Tienchi Ginseng Tincture 1:2","KG"
"AURM000835","Saw Palmetto Fruit Ext 4:1","KG"
"AURM000837","Cinnamon Cassia Powder","KG"
"AURM000838","Co-Enzyme Q-10 Hard Shell","CAPS"
"AURM000839","Concord Honey Dried (Pharm)","KG"
"AURM000840","Bilberry Ext (75E:25W) 100:1","KG"
"AURM000841","Concord Vita-Cordy Hard Shell","CAPS"
"AURM000842","Genesis Vitamin E Soft Gel","CAPS"
"AURM000843","Caramel Color Powder (Pharm)","KG"
"AURM000844","Concord Sunchih GPSP H/S","CAPS"
"AURM000845","CMNA Eczema Herbal Pills","CAPS"
"AURM000846","Zaolan Cats Claw Bark Ext","KG"
"AURM000848","Aust Bee Royal Jelly Powder","KG"
"AURM000849","Schizandra Fruit Ext 4:1","KG"
"AURM000850","Capsule Shells Purple/White 00","CAPS"
"AURM000851","Concord Trametes Versicolor","KG"
"AURM000852","Millenium Pharm","KG"
"AURM000853","Colostrum 5mg IgG Tablets","TABS"
"AURM000854","Squalene 1000mg + E","CAPS"
"AURM000855","Saw Palmetto Tablet (GMPNZ)","TABS"
"AURM000856","Mega Max Mens Formula","CAPS"
"AURM000857","Tomato Fruit Ext 350:1","KG"
"AURM000858","Cranberry Fruit Ext 34:1","KG"
"AURM000859","China Herb","KG"
"AURM000860","World Trade Propolis 1000mg","CAPS"
"AURM000861","Octacosanol 12mg Tablets","TABS"
"AURM000872","Ubidecarenone Q10 (Pharm)","KG"
"AURM000873","Brown Lake Colourant (Pharm)","KG"
"AURM000874","Glucosamine & Chondroitin","CAPS"
"AURM000875","GB Kidney & Bladder","CAPS"
"AURM000876","Magnesium 320mg Plus Vitamin B","TABS"
"AURM000877","Capsule Shell 0 Aust L 110149","CAPS"
"AURM000878","Cootamundra Kangaroo Powder","KG"
"AURM000879","ANP Goats Milk Natural Tablets","TABS"
"AURM000880","Koda Cordymax /Vibe Hard Shell","CAPS"
"AURM000881","Koda Ganomax / Liviton","CAPS"
"AURM000882","Capsule Shell 00 White","CAPS"
"AURM000883","Co-enzyme Q10 Plus Mix","KG"
"AURM000884","Aussia Propolis 500mg","CAPS"
"AURM000885","Green Lipped Mussel Plus","CAPS"
"AURM000886","Glucosamine Plus","CAPS"
"AURM000887","Baby Sheep Dry Extract 30:1","KG"
"AURM000889","Graminex SP63 Powder","KG"
"AURM000890","Aurinda Women's Multi-Vitamin","TABS"
"AURM000891","Aurinda Men's Multi-Vitamin","TABS"
"AURM000892","Aurinda Senior Multi-Vitamin","TABS"
"AURM000893","Aurinda Natural Vitamin C","TABS"
"AURM000894","Lorance Pearl Gold","KG"
"AURM000896","Gelatin Powder (Non-Pharm)","KG"
"AURM000897","Ganoderma Lucidum Broken Spore","KG"
"AURM000899","Aurinda Natural B Complex","TABS"
"AURM000900","Aurinda Calcium & Magnesium","TABS"
"AURM000901","Fresh Royal Jelly 250g","KG"
"AURM000902","Fresh Royal Jelly 500g","KG"
"AURM000903","Fresh Royal Jelly 1000g","KG"
"AURM000904","Royal Jelly Plus Honey Oral","BX"
"AURM000905","Lanolin Placenta + Vitamin E","KG"
"AURM000906","Propolis Candy  1KG","KG"
"AURM000907","A&G Brahmi, Gotu Kola & DHA","CAPS"
"AURM000908","Ascorbic Acid Excipient","KG"
"AURM000909","Fish Oil (Non-Pharm)","KG"
"AURM000910","Shark Liver Oil ( Non- Pharm )","KG"
"AURM000911","ABN EPO 1000mg Capaules","CAPS"
"AURM000912","d-alpha-Tocopherol 1300","KG"
"AURM000913","Glycerine (Non-Pharm)","KG"
"AURM000914","Beeswax White ( Non-Pharm)","KG"
"AURM000915","Coconut Oil (Non-Pharm)","KG"
"AURM000916","Glyceryl Stearate & PEG-100","KG"
"AURM000917","Jojo Placenta Day Cream 50g","EACH"
"AURM000918","Royal Jelly 1000mg (1.2%)","CAPS"
"AURM000919","Cod Liver Oil 275mg Capsules","CAPS"
"AURM000920","Soya Lecithin (Non-Pharm)","KG"
"AURM000921","Magnesium Stearate Veg","KG"
"AURM000922","Silica Colloidal Anhydrous","KG"
"AURM000923","Shell Clear Capsule 0","CAPS"
"AURM000924","Maltodextrin (Non-Pharm)","KG"
"AURM000925","Carob Light Flour (Non-Pharm)","KG"
"AURM000926","Calcium Hydrogen Phosphate","KG"
"AURM000927","Spirulina Powder (Non-pharm)","KG"
"AURM000930","Spirulina Granular (Non-Pharm)","KG"
"AURM000941","Brilliant Blue FCF (Non-pharm)","GM"
"AURM000942","Alllura Red 40 (Non-pharm)","GM"
"AURM000943","Tartrazine (Non-pharm)","KG"
"AURM000944","Sunset Yellow (Non-pharm)","GM"
"AURM000977","Soybean Oil (Non-Pharm)","KG"
"AURM000978","Propolis (95E:5W, Carob) 5:1","KG"
"AURM000979","Bee Pollen Powder (Non-Pharm)","KG"
"AURM000980","ABN Shark Cartilage 500mg","CAPS"
"AURM000981","Agaricus Blazei Extract 10:1","KG"
"AURM000982","Coriolus Versicolor 10:1","KG"
"AURM000984","Aurinda Childrens Multi","TABS"
"AURM000986","Royal Jelly Powder 3:1","KG"
"AURM000987","Microcrystalline Cellulose","KG"
"AURM000988","Nirvana Stevia Extract 12:1","KG"
"AURM000989","Allantoin BP (Non-Pharm)","KG"
"AURM000990","Sodium Bicarbonate (Non-pharm)","KG"
"AURM000991","Citric Acid Anhydrous","KG"
"AURM000992","Sodium Croscarmellose","KG"
"AURM000993","Nirvana Maltodextrin","KG"
"AURM000994","Vegetable Capsule Shell 0","CAPS"
"AURM000995","ABN Royal Jelly 500mg (1.2%)","CAPS"
"AURM000996","Vitamin E Acetate (Non-Pharm)","KG"
"AURM000997","Concord Chitosan (Non-pharm)","KG"
"AURM000998","Concord Pine Pollen (Powder)","KG"
"AURM000999","Seabuckthorn Oil (Non-pharm)","KG"
"AURM001000","Concord Spirulina (Non-pharm)","KG"
"AURM001001","Titanium Dioxide (Non-Pharm)","KG"
"AURM001002","Soybean Oil (Pharm)","KG"
"AURM001003","Beeswax White ( Pharm)","KG"
"AURM001004","Hydrogenated Vegetable Oil","KG"
"AURM001005","Yellow Bees Wax (Non-pharm)","KG"
"AURM001006","Glycerol Monostearate","KG"
"AURM001007","Melatonin (Non-Pharm)","KG"
"AURM001008","Glucose Standard (Non-pharm)","KG"
"AURM001009","Baby Sheep Powder","KG"
"AURM001010","Propolis Ext (Carob) (95E:5W)","KG"
"AURM001011","Tapioca Starch (Non-Pharm)","KG"
"AURM001013","Gelatin Powder  (AU) (Pharm)","KG"
"AURM001014","Capsule Shell Light Yellow","CAPS"
"AURM001015","Capsule Shell Brown Size 0","CAPS"
"AURM001016","Marine Collagen Powder","KG"
"AURM001017","Pyridoxine Hydrochloride","KG"
"AURM001018","St. John's Wort Ext Dry 6:1","KG"
"AURM001019","Grape Seed Extract 120:1","KG"
"AURM001020","Milk Flavor Powder","KG"
"AURM001021","Instant Whole Milk Powder (AU)","KG"
"AURM001022","Colostrum Powder 20% IgG","KG"
"AURM001023","Paraffin Oil (Pharm)","KG"
"AURM001024","Solution 4 Health Olive Oil","KG"
"AURM001025","Maxbal Saw Palmetto Extract","KG"
"AURM001026","Maxbal St. John's Wort Extract","KG"
"AURM001027","Maxbal Siberian Ginsseng","KG"
"AURM001028","Solutions 4 Health Wild","KG"
"AURM001029","Lifetime EPO 1000mg Plus Vit E","CAPS"
"AURM001030","Silicone Antifoam Compound","KG"
"AURM001036","Glucosamine Sulphate Potassium","KG"
"AURM001037","10B Glucosamine Hydrochloride","KG"
"AURM001038","10B L-Carnitine L-Tartrate","KG"
"AURM001040","RBK Omega 3 1000mg","CAPS"
"AURM001041","RBK EPO 1000mg","CAPS"
"AURM001042","Cod Liver Oil 500mg Capsules","CAPS"
"AURM001043","10B Olea Europaea Extract","KG"
"AURM001044","RBK Royal Jelly Standard","KG"
"AURM001046","Royal Jelly 1000mg Soft Gel","CAPS"
"AURM001047","Ganoderma Lucidum Spore/Broken","KG"
"AURM001048","Cordyceps Cephalosporiu Powder","KG"
"AURM001049","Salmon Oil 1000mg+ Vit E 200iu","CAPS"
"AURM001050","APN Glucosamine 1500 Plus","TABS"
"AURM001051","APN Joint Repair Plus","CAPS"
"AURM001052","APN Propolis 1000mg","CAPS"
"AURM001053","Lecithin 1200mg SG","CAPS"
"AURM001054","Calcium Carbonate 90%","KG"
"AURM001055","A&G Cordyceps Sinensis Wild","EACH"
"AURM001056","Squalene Plus Soft Gel","CAPS"
"AURM001057","Shark Liver Oil 500mg","CAPS"
"AURM001058","Propolis + Filamentous Fungi","CAPS"
"AURM001059","Aussia Bilberry 1000mg HS","CAPS"
"AURM001061","Aussia Squalene Plus","CAPS"
"AURM001062","Royal Jelly + Soy Isoflavone","CAPS"
"AURM001063","Sodium Magnesium Chlorophyllin","KG"
"AURM001067","Allife Shampoo Jasmine","EACH"
"AURM001068","Allife Conditioner Jasmine","EACH"
"AURM001069","Allife Hand & Body Wash","EACH"
"AURM001070","Allife Hand & Body Lotion","EACH"
"AURM001071","Tribulus Extract","EACH"
"AURM001072","Oat Extract (65E, 35W Malto)","EACH"
"AURM001073","Zinc Sulphate Monohydrate","KG"
"AURM001074","Chitosan & Aloe Vera","CAPS"
"AURM001075","Saw Palmetto & Bee Pollen","CAPS"
"AURM001076","Cranberry Extract","CAPS"
"AURM001077","Concord Ganoderma Lucidum","KG"
"AURM001078","Concord Cordyceps Sinensis Raw","KG"
"AURM001079","Royal Jelly Plus Milk Thistle","CAPS"
"AURM001081","Potato Red Pigment","EACH"
"AURM001083","ABN Squalene 1000mg","CAPS"
"AURM001087","Nature's  Essence Bitter Melon","KG"
"AURM001089","Moduwa Co-Enzyme Q10 50mg","CAPS"
"AURM001090","Black Iron Oxide (Non-Pharm)","GM"
"AURM001091","Eyebright Aerial (70E,30W )4:1","KG"
"AURM001093","Sheep Placenta Powder 30:1","KG"
"AURM001094","Betacarotene 10% Powder","KG"
"AURM001095","Prenatal HS Capsules (GMPNZ)","CAPS"
"AURM001096","Joint Free Hard Shell Capsules","CAPS"
"AURM001097","Fish Oil Omega-3 (18/12)","KG"
"AURM001098","Fish Oil Omega-3 (18/12)","KG"
"AURM001099","Sheep Placenta Powder 30:1","KG"
"AURM001100","Aussia Propolis 500mg","CAPS"
"AURM001101","Natural Pharm Kangaroo","KG"
"AURM001102","Marigold Flower Ext 10:1","KG"
"AURM001103","Royal Jelly Powder","KG"
"AURM001104","Royal Jelly Plus Pueraria","CAPS"
"AURM001105","J&J Crew PE Vitamin C","CAPS"
"AURM001106","Aussia Joint Relief Tablets","CAPS"
"AURM001107","Aussia Bilberry 2000","CAPS"
"AURM001108","Omega 3 1100mg","CAPS"
"AURM001109","FOTA Acai Powder","KG"
"AURM001110","Protein Powder Pre-Mixed","KG"
"AURM001111","Organic Spirulina Tablets","EACH"
"AURM001112","Royal Jelly  500mg (2%) S/G","CAPS"
"AURM001113","Green Tea Leaf Ext (30E:70W)","KG"
"AURM001114","Pine Bark Extract (80E:20W)","KG"
"AURM001115","Citrus Bioflavonoids Extract","KG"
"AURM001116","Grape Seed Extract (80E:20W)","KG"
"AURM001117","Horsetail Stem Extract","EACH"
"AURM001118","Acerola Fruit Extract","EACH"
"AURM001119","Kre-Alkalyn Buffered Creatine","KG"
"AURM001120","Fish Oil + Colostrum Chewable","CAPS"
"AURM001121","Fish Oil + Colostrum Chewable","CAPS"
"AURM001122","Power Point HS Capsule (GMPNZ)","CAPS"
"AURM001123"," Bee Larvae Soft Gel Capsules","CAPS"
"AURM001124","Oyster Shell Granules","KG"
"AURM001125","Silymarin Fruit Extract","KG"
"AURM001126","Kangaroo Bone Powder 2.5:1","KG"
"AURM001127","Glucosamine Sulphate Potassium","KG"
"AURM001128","Magnesium Carbonate Heavy","KG"
"AURM001129","Marigold Flower Extract","EACH"
"AURM001130","Lifetime Propolis 500mg","CAPS"
"AURM001131","Capsule Shell Clear 00","CAPS"
"AURM001132","Glucosamine & Chondroitin Caps","KG"
"AURM001133","Liver Tonic Capsules Pre-Mix","KG"
"AURM001134","Sornado Tea Bags (999)","EACH"
"AURM001135","Emu Fire Emu Oil (Non-Pharm)","KG"
"AURM001136","Royal Jelly  500mg (2%) S/G","CAPS"
"AURM001137","Eye Care Comlex S/G Capsules","CAPS"
"AURM001138","Co-Enzyme Q10 30mg + EPO","CAPS"
"AURM001139","Capsicum Fruit Powder","EACH"
"AURM001140","Capsicum Fruit Extract","EACH"
"AURM001141","Bitter Orange Fruit Extract","EACH"
"AURM001142","White Willow Bark Extract","EACH"
"AURM001143","Liquid Calcium 1500mg Soft Gel","CAPS"
"AURM001144","Capsule Shell Yellow 0","CAPS"
"AURM001145","RBK Vegetable Capsule Shell","CAPS"
"AURM001146","Arginine Pyroglutamate","KG"
"AURM001147","L-Lysine HCl Granular","KG"
"AURM001148","Koda Serenitas Soft Capsule","CAPS"
"AURM001149","3 in 1 Joint Care Hard Shell","CAPS"
"AURM001150","Spirulina 500mg Hard Shell","CAPS"
"AURM001151","Co-Enzyme Q10 50mg Soft Gel","CAPS"
"AURM001152","D-10 Propolis Capsules (GMPNZ)","CAPS"
"AURM001153","Fish Oil (Pharm)","KG"
"AURM001154","A&G Cordyceps Sinensis","EACH"
"AURM001155","Kudzu Root Extract (80E:20W)","KG"
"AURM001156","Lycopene 10mg SG Capsules","CAPS"
"AURM001157","RBK Octacosanol 10mg Tablets","TABS"
"AURM001159","Soya Lecithin Liquid (Pharm)","KG"
"AURM001160","Evening Primrose Oil Refined","KG"
"AURM001161","Cod-Liver Oil (Type A)","KG"
"AURM001162","Sugar Cane Wax Alcohols","KG"
"AURM001163","Safflower Oil Refined (Pharm)","KG"
"AURM001164","Omega 3 Fish Oil (35/25)","KG"
"AURM001165","Flax Seed (Linseed) Oil (Pharm","KG"
"AURM001166","Shellsol","LT"
"AURM001167","Squalene Plus Soft Gel Capsule","EACH"
"AURM001168","Clean Teq Lixir Capsules","EACH"
"AURM001169","Hawthorn Berry Extract 4:1","KG"
"AURM001170","Pumpkin Seed Extract 20:1","KG"
"AURM001171","Tomato Extract 20:1(Non-Pharm)","KG"
"AURM001172","Glycerine (Pharm)","KG"
"AURM001173","Coconut Oil (Pharm)","KG"
"AURM001174","Red Iron Oxide (C177491)","GM"
"AURM001175","Yellow Iron Oxide (CI 77492)","GM"
"AURM001176","Flax Seed (Linseed) Oil","KG"
"AURM001177","Proudex Royal Jelly Powder(5%)","KG"
"AURM001178","HH Squalene 1000mg + Vit E 5iu","EACH"
"AURM001179","Green Lipped Mussel S/G","EACH"
"AURM001180","Hericium Erinaceus Fruit","KG"
"AURM001181","Fish Oil Omega3 (0-30) + Vit E","KG"
"AURM001182","Cod Liver Oil (Non-Pharm)","KG"
"AURM001183","Lecithin Powder (Non-Pharm)","KG"
"AURM001184","Hericium Erinaceus Fruit","KG"
"AURM001185","Liver Guard S/G Capsules (KO)","EACH"
"AURM001186","Myritol (coconut Base) (Pharm)","EACH"
"AURM001187","Herballand Bilberry Extract","EACH"
"AURM001188","Blackcurrant Vitamin C Tablets","EACH"
"AURM001189","Saw Palmetto Oil 500mg","EACH"
"AURM001190","Vitamin E 400IU S/G Capsules","CAPS"
"AURM001191","Cod Liver Oil (Strawberry)","CAPS"
"AURM001192","A&G Saw Palmetto Tablets","TABS"
"AURM001193","Placenta 30:1 (Soft Gel)","KG"
"AURM001194","Placenta 30:1 (Soft Gel)","KG"
"AURM001195","Conjugated Linoleic Acid","KG"
"AURM001196","Octacosanol 17mg Tablets Korea","TABS"
"AURM001197","Baby Sheep Powder 100:1","KG"
"AURM001198","Baby Sheep Powder 100:1","KG"
"AURM001199","Green One Capsule Shell Clear","CAPS"
"AURM001200","Green One Shark Cartilage","KG"
"AURM001201","Myritol (coconut Base)","EACH"
"AURM001202","ABN Royal Jelly 600mg (1.2%)","CAPS"
"AURM001203","FOTA Acai Powder - Freeze","KG"
"AURM001204","Chondroitin Sulphate Sodium","KG"
"AURM001205","Koda Mixed Herbal Extracts","KG"
"AURM001206","Oyster Powder Freeze Dried","KG"
"AURM001207","ABL Oyster Soft Capsules","CAPS"
"AURM001208","Wheatgerm Oil Refined","KG"
"AURM001209","GreenAust Liver Tonic Capsules","CAPS"
"AURM001210","Ginkgo Biloba 10g H/S Capsules","CAPS"
"AURM001211","Fish Oil Omega-3 (40/20)","KG"
"AURM001212","Coenzyme Q10 (Non-Pharm)","KG"
"AURM001213","Borax (Pharm)","GM"
"AURM001214","Calcium Ascorbate Dihydrate","KG"
"AURM001215","Calcium Carbonate (Pharm)","KG"
"AURM001216","Calcium Glycerophosphate","KG"
"AURM001217","Calcium Lactate Pentahydrate","KG"
"AURM001218","Copper Gluconate (Pharm)","GM"
"AURM001219","Equisetum Arvense (Pharm)","KG"
"AURM001220","Inulin (Pharm)","KG"
"AURM001221","Magnesium Citrate (Pharm)","KG"
"AURM001222","Magnesium Sulphate Dried","KG"
"AURM001223","Manganese Sulphate Monohydrate","KG"
"AURM001224","Rebaudiana Stevia Leaf Ext","KG"
"AURM001225","Trusil Nature Lime Flavour","KG"
"AURM001226","Aloe Barbadensis (Pharm)","KG"
"AURM001227","Silymarin Fruit Extract","KG"
"AURM001228","Opadry White (Pharm)","KG"
"AURM001229","Malaika Propolis Resin Crude","KG"
"AURM001230","Amax Sheep Placenta Cream","BTLE"
"AURM001231","d-alpha Tocopheryl Acetate","KG"
"AURM001232","Thiamine Nitrate 98% DC (Pharm","KG"
"AURM001233","Talyala  Pure Emu Oil","KG"
"AURM001234","Nicotinamide (Pharm)","KG"
"AURM001235","Cyanocobalamin (1% MCC)(Pharm)","GM"
"AURM001236","Glutamine (Pharm)","KG"
"AURM001237","Levocarnitine (Pharm)","KG"
"AURM001238","Magnesium Amino Acid Chelate","KG"
"AURM001239","Potassium Aspartate (Pharm)","KG"
"AURM001240","Selenomethionine (Pharm)","KG"
"AURM001241","Molybdenum Trioxide (Pharm)","GM"
"AURM001242","Malic Acid (Pharm)","KG"
"AURM001243","Stevia Rebaudiana Leaf Ext.","KG"
"AURM001244","Trusil Nature Orange Flavour","KG"
"AURM001245","A B Mauri Base Enzyme Powder","KG"
"AURM001246","A B Mauri Soft Enzyme Powder","KG"
"AURM001247","Garlic Oil 3000:1 (Pharm)","KG"
"AURM001248","Garlic Oil 3000:1 (Non-Pharm)","KG"
"AURM001249","Calcium Carbonate Heavy (Fine)","KG"
"AURM001250","Propolis Powder 10:1 (Pharm)","KG"
"AURM001251","B Max H/S Capsules (GMPNZ)","EACH"
"AURM001252","Glucose DC (Fine) (Pharm)","KG"
"AURM001253","Glucosamine 1500 Tablets","TABS"
"AURM001254","Hesperidin (Pharm)","KG"
"AURM001255","Homeopathic Iron","GM"
"AURM001256","Homeopathic Zinc","GM"
